Date,NEPSE,Banking,Finance,Hotels And Tourism,Hydropower,Investment,LifeInsurance,Manufacture,Microfinance,Mutual Fund,NonLifeInsurance,Others,Trading
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
2024-05-16,2018.76,1051.41,2103.75,5065.94,2415.27,74.39,9996.29,6423.78,4536.97,18.2,10618.4,1615.71,2707.57
